Accession,Bioproject,Last_author,Sequencing_technology,Isolate_Name,Country,Continent,Isolation_source,Ropars_Clade,Proposed_final_clade,Mean_coverage,Mean_depth,Aneuploidy,HOM_pos,HOM_ref,HOM_alt,HET_pos,Missing_pos,frac_missing,frac_HET,PASS_Het,For_Sub_Phylo,Intrapop_ID,Intrapop_removed,MAT_type
SRR13587810,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX653,China,Asia,Blood,,26,99.6740875,106.35375,0,13995043,13928966,66077,93001,195852,0.013711385,0.0065109,1,1,,0,a/α
SRR13587811,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX646,China,Asia,Skin,,1,99.9162875,136.680375,0,14130449,14118711,11738,91273,62174,0.004352734,0.00638992,1,0,,0,a/α
SRR13587812,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX645,China,Asia,Blood,,1,99.896225,124.918125,0,14141867,14129878,11989,91051,50978,0.003568914,0.00637438,1,0,,0,a/α
SRR13587813,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX643,China,Asia,Blood,,8,99.784475,135.33125,0,14090341,14034362,55979,105335,88220,0.006176186,0.00737439,1,0,,0,a/α
SRR13587814,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX642,China,Asia,Blood,,20,99.7523125,131.958125,0,14090555,14031358,59197,105980,87361,0.006116048,0.00741954,1,0,,0,a/α
SRR13587815,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX636,China,Asia,Blood,,18,99.756975,130.20375,0,14039962,13981809,58153,122796,121138,0.008480739,0.00859681,1,0,,0,a/α
SRR13587816,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HS81,China,Asia,Blood,,12,99.7268375,157.213625,0,14086369,14021813,64556,95957,101570,0.007110805,0.00671785,1,0,,0,a/α
SRR13587817,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HS84,China,Asia,Blood,,1,99.9306625,174.201875,0,14145308,14135347,9961,94720,43868,0.003071151,0.00663124,1,0,,0,a/α
SRR13587818,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HS78,China,Asia,Blood,,18,99.8485875,90.9158,0,13878131,13848840,29291,178976,226789,0.015877251,0.01252991,1,0,,0,a/α
SRR13587819,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HB27,China,Asia,Blood,,25,99.7779375,135.591625,0,14094836,14031018,63818,100185,88875,0.006222042,0.00701384,1,0,,0,a/α
SRR13587820,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HB25,China,Asia,Blood,,18,99.8527,144.8865,0,14042197,14011512,30685,181689,60010,0.004201235,0.01271985,1,0,,0,a/α
SRR13587821,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HB22,China,Asia,Blood,,12,99.848125,124.728625,0,14089955,14013043,76912,70334,123607,0.008653591,0.00492401,1,0,,0,a/α
SRR13587822,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HB13,China,Asia,Blood,,20,99.8158875,112.703,0,14056150,13997497,58653,113014,114732,0.008032262,0.00791199,1,0,,0,a/α
SRR13587823,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,J3057,China,Asia,Blood,,12,99.691125,113.50425,0,14055732,13998650,57082,105429,122735,0.008592544,0.00738097,1,0,,0,a/α
SRR13587824,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,J3053,China,Asia,Blood,,10,99.6481375,119.32825,0,14064634,14003083,61551,115851,103411,0.007239691,0.0081106,1,1,,0,a/α
SRR13587825,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HZ15,China,Asia,Blood,,12,99.6364,133.69125,0,14067822,14004439,63383,95321,120753,0.008453786,0.00667332,1,0,,0,a/α
SRR13587827,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HZ12,China,Asia,Blood,,22,99.7242375,126.882,0,14095425,14041143,54282,103102,85369,0.005976591,0.00721806,1,0,,0,a/α
SRR13587828,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX738,China,Asia,Blood,,1,99.907825,121.88025,0,14144240,14134202,10038,94812,44844,0.00313948,0.00663768,1,0,,0,a/α
SRR13587829,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX736,China,Asia,Blood,,18,99.7784125,129.812,0,14093004,14037003,56001,110595,80297,0.005621506,0.00774264,1,0,,0,a/α
SRR13587830,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX730,China,Asia,Blood,,18,99.8011375,131.16375,0,14090549,14037225,53324,114777,78570,0.0055006,0.00803541,1,0,,0,a/α
SRR13587831,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HX695,China,Asia,Blood,,8,99.7649125,107.640625,0,14072865,14019321,53544,113703,97328,0.006813827,0.00796022,1,0,,0,a/α
SRR13587832,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HS169,China,Asia,Blood,,20,99.59195,98.8352625,0,14046637,13981114,65523,85771,151488,0.01060551,0.00600473,1,0,,0,a/α
SRR13587833,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,TJ227,China,Asia,Pleural and Thoracic,,20,99.7382125,141.49625,0,14106441,14038598,67843,85518,91937,0.006436409,0.00598702,1,0,,0,a/α
SRR13587834,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HS168,China,Asia,Blood,,9,99.9057875,82.5650875,0,14040306,13986178,54128,120291,123299,0.008632029,0.00842144,1,0,,0,a/α
SRR13587835,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,HS156,China,Asia,Miscellaneous,,8,99.6310125,123.134375,0,14084460,14016889,67571,77610,121826,0.008528906,0.00543339,1,0,,0,a/α
SRR13587836,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GZ468,China,Asia,Blood,,22,99.82595,139.656,0,14100008,14046163,53845,103636,80252,0.005618355,0.00725544,1,0,,0,a/α
SRR13587837,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GZ465,China,Asia,Gastrointestinal,,20,99.699425,128.5165,0,14098922,14025678,73244,80076,104898,0.007343795,0.00560603,1,0,,0,a/α
SRR13587838,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GZ463,China,Asia,Pleural and Thoracic,,20,99.8227375,98.70575,0,14061728,14004799,56929,115564,106604,0.00746323,0.00809051,1,0,,0,a/α
SRR13587839,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GZ462,China,Asia,Pleural and Thoracic,,1,99.799675,93.9603375,0,14119040,14111101,7939,99950,64906,0.004543998,0.00699739,1,0,,0,a/α
SRR13587840,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GX45,China,Asia,Blood,,19,99.7372125,107.1365,0,14051220,13989489,61731,110935,121741,0.008522955,0.00776644,1,0,,0,a/α
SRR13587841,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GX39,China,Asia,Blood,,19,99.669275,168.01325,0,14072867,14011835,61032,112659,98370,0.006886777,0.00788713,1,1,,0,a/α
SRR13587842,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GX34,China,Asia,Blood,,8,99.6533875,255.84625,0,14106975,14056537,50438,108878,68043,0.004763616,0.00762243,1,1,,0,a/α
SRR13587843,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GX28,China,Asia,Pleural and Thoracic,,18,99.7890125,136.146125,0,14074748,14015491,59257,121695,87453,0.006122489,0.00851973,1,1,,0,a/α
SRR13587844,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,SD60,China,Asia,Blood,,1,99.7783375,160.933625,0,14097553,14039271,58282,101919,84424,0.005910432,0.00713524,1,0,,0,a/α
SRR13587846,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GH369,China,Asia,Blood,,20,99.6888375,225.353,0,14103002,14048751,54251,112930,67964,0.004758086,0.00790611,1,0,,0,a/α
SRR13587847,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GH352,China,Asia,Blood,,12,99.60975,179.247375,0,14087796,14029223,58573,100525,95575,0.006691102,0.00703765,1,0,,0,a/α
SRR13587848,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GH344,China,Asia,Blood,,1,99.892075,182.034875,0,14161459,14148857,12602,88953,33484,0.002344178,0.0062275,1,0,,0,a/α
SRR13587849,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,FS128,China,Asia,Blood,,25,99.592425,124.38575,0,14083597,14016962,66635,94096,106203,0.007435156,0.00658756,1,0,,0,a/α
SRR13587850,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,FS124,China,Asia,Blood,,10,99.77175,137.359625,0,14069360,14014677,54683,128425,86111,0.006028537,0.00899089,1,1,,0,a/α
SRR13587851,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,FS121,China,Asia,Blood,,21,99.7747,112.111125,0,14100917,14046749,54168,94700,88279,0.006180317,0.00662984,1,0,,0,a/α
SRR13587853,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,CH13,China,Asia,Gastrointestinal,,21,99.934975,108.8305,0,14024178,14000932,23246,193942,65776,0.004604906,0.01357767,1,1,,0,a/α
SRR13587855,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,SD56,China,Asia,Blood,,19,99.78675,150.901625,0,14080740,14017433,63307,107920,95236,0.006667369,0.00755536,1,0,,0,a/α
SRR13587858,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,K192,China,Asia,Skin,,21,99.7592625,105.21275,0,14097542,14041401,56141,88804,97550,0.006829369,0.00621707,1,1,,0,a/α
SRR13587859,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,K189,China,Asia,Blood,,18,99.6675875,117.4935,0,14089585,14029062,60523,99971,94340,0.006604641,0.00699886,1,0,,0,a/α
SRR13587860,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,K188,China,Asia,Gastrointestinal,,3,99.592825,163.08,0,14103551,14027682,75869,74255,106090,0.007427245,0.00519851,1,0,,0,a/α
SRR13587861,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,K187,China,Asia,Pleural and Thoracic,,20,99.5768625,121.227625,0,14091002,14020492,70510,73030,119864,0.008391548,0.00511275,1,0,,0,a/α
SRR13587862,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,K186,China,Asia,Pleural and Thoracic,,18,99.75195,115.06225,0,14084446,14027646,56800,107930,91520,0.006407216,0.00755606,1,0,,0,a/α
SRR13587863,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,K185,China,Asia,Blood,,18,99.7230875,123.322875,0,14095727,14033432,62295,97299,90870,0.00636171,0.0068118,1,0,,0,a/α
SRR13587864,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,K183,China,Asia,Skin,,18,99.72695,127.13275,0,14092870,14035919,56951,108064,82962,0.005808079,0.00756544,1,0,,0,a/α
SRR13587865,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,K179,China,Asia,Blood,,25,99.695475,134.257625,0,14100078,14036010,64068,102005,81813,0.005727639,0.00714126,1,0,,0,a/α
SRR13587866,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,K163,China,Asia,Blood,,20,99.77165,145.5185,0,14110202,14048735,61467,103074,70620,0.004944029,0.0072161,1,0,,0,a/α
SRR13587867,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GZ244,China,Asia,Blood,,10,99.7549625,94.06355,0,14062029,13996471,65558,109159,112708,0.007890564,0.0076421,1,1,,0,a/α
SRR13587868,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,K138,China,Asia,Blood,,23,99.617175,68.6804375,"chr2,chr3,chr4,chr7",13717236,13659056,58180,94217,472443,0.03307522,0.00659603,1,1,,0,a/α
SRR13587870,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,H4208,China,Asia,Pleural and Thoracic,,1,99.776075,54.9025125,0,13918484,13909953,8531,90790,274622,0.019225987,0.00635611,1,0,,0,a/α
SRR13587872,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,H4203,China,Asia,Blood,,19,99.6677,107.34425,0,14059352,13996605,62747,109734,114810,0.008037723,0.00768236,1,0,,0,a/α
SRR13587873,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,H4186,China,Asia,Skin,,1,99.8899625,129.716125,CNV on chr3,14159315,14146300,13015,88510,36071,0.002525291,0.00619649,1,0,,0,a/α
SRR13587874,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,H09,China,Asia,Blood,,23,99.6586125,81.3735,0,14029196,13970555,58641,100264,154436,0.010811896,0.00701937,1,1,,0,a/α
SRR13587875,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,H1498,China,Asia,Blood,,8,99.652925,148.574375,0,14105441,14040664,64777,85357,93098,0.00651769,0.00597575,1,0,,0,a/α
SRR13587876,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,H1485,China,Asia,Blood,,4,99.59175,133.149,0,14105026,14026044,78982,63373,115497,0.008085819,0.00443667,1,1,,0,a/α
SRR13587877,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,H1456,China,Asia,Blood,,19,99.7881,299.38075,0,14120922,14060380,60542,98127,64847,0.004539868,0.00686976,1,0,,0,a/α
SRR13587878,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GZ243,China,Asia,Blood,,1,99.8717625,84.46885,"chr5,chr7",14104507,14093308,11199,93062,86327,0.006043659,0.00651517,1,0,,0,a/a/α
SRR13587879,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,H11,China,Asia,Blood,,4,99.5871125,124.388875,chr6R,14080831,14013960,66871,89457,113608,0.007953572,0.00626279,1,0,,0,a/α
SRR13587880,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,H10,China,Asia,Blood,,20,99.6518625,118.031,0,14084661,14025084,59577,104672,94563,0.006620253,0.00732797,1,0,,0,a/α
SRR13587882,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GY017,China,Asia,Blood,,18,99.6863875,138.936875,0,14086242,14033057,53185,115540,82114,0.005748712,0.00808883,1,0,,0,a/α
SRR13587883,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GY015,China,Asia,Blood,,4,99.5413375,49.0199625,chr6R,13428342,13363672,64670,74395,781159,0.054688091,0.00520831,1,0,,0,a/α
SRR13587885,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GY010,China,Asia,Pleural and Thoracic,,8,99.69855,128.527625,0,14096675,14033634,63041,91516,95705,0.006700203,0.00640694,1,0,,0,a/α
SRR13587886,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GY009,China,Asia,Blood,,9,99.7411625,144.625875,0,14060515,14000787,59728,110498,112883,0.007902816,0.00773584,1,0,,0,a/α
SRR13587887,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GY005,China,Asia,Pleural and Thoracic,,9,99.7502625,113.094,0,14072241,14012850,59391,110724,100931,0.007066069,0.00775167,1,0,,0,a/α
SRR13587888,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GY003,China,Asia,Skin,,8,99.67825,39.2550125,0,11710918,11666366,44552,75155,2497823,0.174869867,,0,0,,0,a/α
SRR13587889,PRJNA689765,Gong et al. 2023,Illumina HiSeq 2500,GZ239,China,Asia,Blood,,1,99.90955,118.5605,chr3R,14155368,14140439,14929,85755,42773,0.002994491,0.00600361,1,0,,0,a/α
SRR13741095,PRJNA702809,Li et al. 2022,HiSeq X Five,IDD582,USA,North America,Gastrointestinal,,1,99.8534625,101.212438,0,14146454,14126872,19582,76699,60743,0.004252551,0.00536961,1,0,,0,a/α
SRR13741096,PRJNA702809,Li et al. 2022,HiSeq X Five,IDD581,USA,North America,Gastrointestinal,,1,99.852025,70.301675,0,14105773,14086675,19098,77369,100754,0.007053678,0.00541652,1,0,,0,a/α
SRR13741097,PRJNA702809,Li et al. 2022,HiSeq X Five,IDD311,USA,North America,Gastrointestinal,,1,99.721375,90.495775,0,14132534,14110260,22274,62430,88932,0.006226032,0.00437066,1,0,,0,a/α
SRR13741099,PRJNA702809,Li et al. 2022,HiSeq X Five,IDC711,USA,North America,Gastrointestinal,,1,99.7707625,104.308625,0,14136437,14120708,15729,89547,57912,0.004054356,0.00626909,1,0,,0,a/α
SRR13741101,PRJNA702809,Li et al. 2022,HiSeq X Five,IDC571,USA,North America,Gastrointestinal,,1,99.7815,40.0597625,0,12170408,12160437,9971,71491,2041997,0.142957986,0.00500501,1,0,,0,a/α
SRR13741102,PRJNA702809,Li et al. 2022,HiSeq X Five,IDC563,USA,North America,Gastrointestinal,,1,99.788725,91.6169375,0,14134665,14121981,12684,83323,65908,0.004614147,0.00583335,1,0,,0,a/α
SRR13741103,PRJNA702809,Li et al. 2022,HiSeq X Five,IDC562,USA,North America,Gastrointestinal,,1,99.7885,132.405375,0,14152827,14139789,13038,83297,47772,0.003344466,0.00583153,1,0,,0,a/α
SRR13741106,PRJNA702809,Li et al. 2022,HiSeq X Five,IDC482,USA,North America,Gastrointestinal,,8,99.6947875,97.52425,0,14060095,14003906,56189,101343,122458,0.008573151,0.00709491,1,0,,0,a/α
SRR13741107,PRJNA702809,Li et al. 2022,HiSeq X Five,IDC481,USA,North America,Gastrointestinal,,8,99.7067125,89.4478875,0,14056430,14000822,55608,102476,124990,0.008750414,0.00717423,1,0,,0,a/α
SRR13741108,PRJNA702809,Li et al. 2022,HiSeq X Five,IDC361,USA,North America,Gastrointestinal,,1,99.8328625,94.2821,0,14141023,14121540,19483,70214,72659,0.005086777,0.00491561,1,0,,0,a/α
SRR13741109,PRJNA702809,Li et al. 2022,HiSeq X Five,IDA653,USA,North America,Gastrointestinal,,2,99.2509875,95.3715625,0,14031141,13958395,72746,75424,177331,0.01241475,0.00528035,1,0,,0,α/α
SRR13741110,PRJNA702809,Li et al. 2022,HiSeq X Five,IDB891,USA,North America,Gastrointestinal,,20,99.741725,88.630825,0,14062172,14005920,56252,110600,111124,0.00777967,0.00774299,1,0,,0,a/α
SRR13741112,PRJNA702809,Li et al. 2022,HiSeq X Five,IDB832,USA,North America,Gastrointestinal,,3,99.5993125,100.135313,0,14067288,13995583,71705,75398,141210,0.009885958,0.00527853,1,0,,0,a/α
SRR13741113,PRJNA702809,Li et al. 2022,HiSeq X Five,IDB831,USA,North America,Gastrointestinal,,3,99.6029375,92.804925,0,14064870,13995341,69529,79521,139505,0.009766593,0.00556718,1,0,,0,a/α
SRR13741114,PRJNA702809,Li et al. 2022,HiSeq X Five,IDB671,USA,North America,Gastrointestinal,,20,99.603975,93.3218625,0,14056632,13988350,68282,83680,143584,0.010052159,0.00585835,1,0,,0,a/α
SRR13741116,PRJNA702809,Li et al. 2022,HiSeq X Five,IDB312,USA,North America,Gastrointestinal,,26,99.5270125,107.197625,0,14041114,13980168,60946,103295,139487,0.009765333,0.00723157,1,0,,0,a/α
SRR13741117,PRJNA702809,Li et al. 2022,HiSeq X Five,IDB311,USA,North America,Gastrointestinal,,26,99.5332125,79.8645875,0,13968225,13908732,59493,103548,212123,0.0148505,0.00724928,1,0,,0,a/α
SRR13741118,PRJNA702809,Li et al. 2022,HiSeq X Five,IDB104,USA,North America,Gastrointestinal,,1,99.88205,105.5836,"chr4,chrR",14148825,14131921,16904,77041,58030,0.004062617,0.00539356,1,0,,0,a/α
SRR13741120,PRJNA702809,Li et al. 2022,HiSeq X Five,IDA652,USA,North America,Gastrointestinal,,2,99.257225,97.8925,0,14033157,13960306,72851,75572,175167,0.012263251,0.00529071,1,0,,0,α/α
SRR13741121,PRJNA702809,Li et al. 2022,HiSeq X Five,IDA651,USA,North America,Gastrointestinal,,2,99.2725125,80.9745,0,13998322,13926566,71756,76227,209347,0.014656155,0.00533657,1,0,,0,α/α
SRR13741122,PRJNA702809,Li et al. 2022,HiSeq X Five,IDB101,USA,North America,Gastrointestinal,,1,99.8709,100.891963,0,14150368,14133346,17022,77861,55667,0.003897186,0.00545096,1,0,,0,a/α
SRR13741124,PRJNA702809,Li et al. 2022,HiSeq X Five,IDB072,USA,North America,Gastrointestinal,,1,99.7995625,84.2127125,0,14121444,14104692,16752,77824,84628,0.005924714,0.00544837,1,0,,0,α/α
SRR13741125,PRJNA702809,Li et al. 2022,HiSeq X Five,IDB071,USA,North America,Gastrointestinal,,1,99.83295,103.223225,0,14145621,14128767,16854,78470,59805,0.004186883,0.0054936,1,0,,0,α/α
SRR13741126,PRJNA702809,Li et al. 2022,HiSeq X Five,IDA923,USA,North America,Gastrointestinal,,2,99.3483,101.24615,0,14029619,13963737,65882,88816,165461,0.011583744,0.00621791,1,0,,0,α/α
SRR13741127,PRJNA702809,Li et al. 2022,HiSeq X Five,IDA922,USA,North America,Gastrointestinal,,2,99.3575125,109.689375,0,14038193,13972252,65941,89020,156683,0.010969206,0.00623219,1,0,,0,α/α
SRR13741128,PRJNA702809,Li et al. 2022,HiSeq X Five,IDD761,USA,North America,Gastrointestinal,,1,99.7353875,96.3689375,0,14137654,14117732,19922,67972,78270,0.005479597,0.00475865,1,0,,0,a/α
SRR14902701,PRJNA741085,Guinea et al. 2022,Illumina HiSeq 2500,CA-66-Q,Spain,Europe,Blood,,4,99.6578125,64.0428875,0,13916420,13851526,64894,86223,281253,0.019690216,0.00603638,1,0,IP94,0,a/α
SRR14902703,PRJNA741085,Guinea et al. 2022,Illumina HiSeq 2500,CA-34-AC,Spain,Europe,Blood,,8,99.672675,68.470125,0,13979649,13919830,59819,89963,214284,0.015001789,0.00629821,1,0,IP92,1,a/α
SRR14902704,PRJNA741085,Guinea et al. 2022,Illumina HiSeq 2500,CA-34-AB,Spain,Europe,Blood,,8,99.6994125,83.152925,0,14028141,13970876,57265,97513,158242,0.01107835,0.00682678,1,0,IP92,0,a/α
SRR14902705,PRJNA741085,Guinea et al. 2022,Illumina HiSeq 2500,CA-50-S,Spain,Europe,Blood,,4,99.642025,86.6499125,0,14050584,13976671,73913,74107,159205,0.011145769,0.00518815,1,0,,0,a/α
SRR14902706,PRJNA741085,Guinea et al. 2022,Illumina HiSeq 2500,CA-371-Z,Spain,Europe,Blood,,11,99.7099625,70.7744875,0,13975993,13927336,48657,106995,200908,0.01406535,0.0074906,1,0,IP95,1,a/α
SRR14902708,PRJNA741085,Guinea et al. 2022,Illumina HiSeq 2500,CA-371-X,Spain,Europe,Blood,,11,99.70855,71.400725,0,13990486,13941585,48901,107246,186164,0.013033139,0.00750818,1,0,IP95,1,a/α
SRR14902709,PRJNA741085,Guinea et al. 2022,Illumina HiSeq 2500,CA-371-W,Spain,Europe,Blood,,11,99.703975,68.444325,0,13965769,13917127,48642,106922,211205,0.014786232,0.00748549,1,0,IP95,0,a/α
SRR14902710,PRJNA741085,Guinea et al. 2022,Illumina HiSeq 2500,CA-35-AG,Spain,Europe,Blood,,8,99.6822,60.0138,0,13904185,13850598,53587,99956,279755,0.019585343,0.00699781,1,0,IP93,1,a/α
SRR14902711,PRJNA741085,Guinea et al. 2022,Illumina HiSeq 2500,CA-35-AF,Spain,Europe,Blood,,8,99.6911125,63.6303375,0,13935826,13881585,54241,99461,248609,0.017404845,0.00696316,1,0,IP93,0,a/α
SRR14902728,PRJNA741085,Guinea et al. 2022,Illumina HiSeq 2500,CA-66-R,Spain,Europe,Blood,,4,99.6709875,89.283175,0,14055936,13989152,66784,87651,140309,0.00982288,0.00613635,1,0,IP94,1,a/α
SRR1544598,PRJNA257929,Ford et al. 2015,Illumina HiSeq 2000,3731,USA,North America,Oral,,1,99.93255,136.427375,"chr4,chr5",14156010,14147737,8273,94121,33765,0.002363851,0.00658931,1,0,IP7,0,a/α
SRR1544616,PRJNA257929,Ford et al. 2015,Illumina HiSeq 2000,3733,USA,North America,Oral,,1,99.9258875,108.58925,chr5,14152127,14143889,8238,95495,36274,0.002539503,0.0066855,1,0,IP7,1,a/α
SRR1544621,PRJNA257929,Ford et al. 2015,Illumina HiSeq 2000,3795,USA,North America,Oral,,1,99.8880875,85.508025,0,14142894,14121182,21712,63649,77353,0.005415399,0.004456,1,0,IP2,0,a/α
SRR1544628,PRJNA257929,Ford et al. 2015,Illumina HiSeq 2000,3917,USA,North America,Oral,,1,99.818275,130.747,0,14161292,14137506,23786,65374,57230,0.00400661,0.00457676,1,0,IP9,0,α/α
SRR1544681,PRJNA257929,Ford et al. 2015,Illumina HiSeq 2000,4617,USA,North America,Oral,,1,99.8014625,95.881325,0,14123464,14095629,27835,57540,102892,0.007203357,0.00402831,1,0,IP9,1,α/α
SRR1544691,PRJNA257929,Ford et al. 2015,Illumina HiSeq 2000,4639,USA,North America,Oral,,1,99.795275,155.123125,0,14172681,14143359,29322,53884,57331,0.004013681,0.00377236,1,0,IP9,1,α/α
SRR1548194,PRJNA257929,Ford et al. 2015,Illumina HiSeq 2000,TWTC1,USA,North America,Oral,,1,99.9012,130.659875,0,14158965,14148528,10437,92344,32587,0.00228138,0.0064649,1,0,IP1,0,a/α
SRR1548196,PRJNA257929,Ford et al. 2015,Illumina HiSeq 2000,TWTC2,USA,North America,Oral,,1,99.8839,80.3577375,0,14122397,14110298,12099,86008,75491,0.005285043,0.00602133,1,0,IP1,1,a/α
SRR1548198,PRJNA257929,Ford et al. 2015,Illumina HiSeq 2000,TWTC3,USA,North America,Oral,,1,99.893,105.885788,0,14152813,14140420,12393,90268,40815,0.002857414,0.00631956,1,0,IP1,1,a/α
SRR1548199,PRJNA257929,Ford et al. 2015,Illumina HiSeq 2000,TWTC4,USA,North America,Oral,,1,99.874775,50.3986375,0,13610147,13599273,10874,84530,589219,0.04125058,0.00591785,1,0,IP1,1,a/α
